17.06896552,110.7011494,114.4827586,18.73410405,44.56069364,129.2485549,18.28358209,66.04104478,205.8507463,92.74,30.3,130.32,104.5,192.875,41.125
14.81333333,97.32,109.6333333,19.89795918,37.51020408,84.95918367,17.51515152,50.41991342,147.8008658,93.70769231,35.04615385,129.3384615,17.54166667,154.4583333,79.75
16.00387597,118.4844961,116.5658915,21.21134021,50.55670103,108.4226804,18.2779661,75.39661017,200.0881356,77.16393443,32.33606557,126.9754098,97.96296296,216,64.07407407
17.69047619,105.0654762,143.1964286,24.64615385,42.13846154,123.3692308,20.26136364,56.30681818,181.5,80.56923077,33.52307692,137.8769231,18.68,144.86,101.74
16.28140704,116.3768844,131.5075377,21.60504202,41.51260504,107.1428571,15.64375,76.86875,152.15,92.9223301,51.75728155,110.1456311,14.21333333,157.9733333,79.10666667
17.33333333,72.46666667,74.29333333,25.87735849,30.76415094,130,16.9270073,88.59854015,143.4452555,85.84745763,29.27118644,115.7288136,20.85294118,136.0147059,90.51470588
17.28378378,94.77027027,135.3648649,12.47887324,62.96478873,83.71126761,18.75342466,38.93150685,141.2328767,95.28,39.08,109,14.78947368,125.4210526,71.2
20.58241758,94.77027027,117.3479853,94.26315789,48.38596491,98.61403509,16.65811966,46.85185185,180.02849,108.8229665,24.44976077,155.8708134,15.62755102,95.21428571,112.0663265
17.74129353,80.99502488,120.5621891,25.47619048,34.54761905,114.1904762,18.41269841,62.18253968,150.1984127,92.72727273,40.60606061,113.0909091,15.91666667,101.4444444,79.97222222
17.63114754,120.5,115.9262295,55.98947368,32.33684211,102.4,17.78571429,65.14285714,148.2,101.2470588,253.2941176,64.84705882,102.4482759,136.2068966,147.2413793
17.7044335,86.34975369,143.91133,90.96551724,40.32758621,107.6724138,22.84834123,45.64454976,121.8483412,100.5581395,220.4883721,162.8372093,104.5483871,218.1774194,77.5
19.61428571,98.98571429,113.5642857,68.97849462,33.1827957,121.6989247,23.08235294,37.41764706,212.2941176,86.67346939,59.28350515,164.4072165,97.25694444,193.1875,154.9097222
17.25925926,88.18518519,119.2530864,23.40145985,45.95620438,130.0656934,18.45945946,76.45045045,175.1891892,81.5942029,43.98550725,121.1304348,16.78125,135.328125,110.0625
18.73300971,88.9368932,142.7815534,79.70930233,36.6627907,113.3139535,25.59663866,42.42857143,120.1848739,98.37142857,240.3428571,55.82857143,18.51754386,136.7631579,102.9649123
14.97402597,99.14285714,119.8311688,19.69444444,43.22222222,128,16.0106383,97.60638298,158.9574468,86.67346939,30.55102041,119.1836735,17.67073171,138.7073171,118.2560976
14.66782609,90.50086957,121.3478261,17.36657682,41.24797844,117.6469003,17.63022508,70.585209,177.3247588,105.1317365,39.35329341,94.41916168,19.87658228,128.0443038,92.75949367
16.06756757,70.91216216,129.1418919,23.30434783,27.82608696,122.9891304,17.73239437,75.6056338,179.0422535,85.82191781,30.28767123,111.9726027,16.56097561,117.4512195,111.8780488
13.93357934,97.94095941,99.13653137,17.74557522,40.72566372,123.7522124,21.21107266,56.24221453,191.83391,112.3173077,34.73557692,99.08653846,106.8378378,146.0337838,79.37837838
15.50678733,86.16289593,155.3393665,126.369863,54.17808219,73.50684932,22.11926606,47.94954128,182.2247706,84.38181818,74.62135922,81.47572816,102.1621622,167.5540541,128.5810811
16.91666667,98.05952381,148.031746,22.51098901,38.76923077,120.1428571,16.82312925,92.08163265,187.6190476,83.59340659,31.05494505,113.043956,15.81102362,118.7165354,102.7086614
14.61572052,107.2586207,88.46551724,18.24090909,34.56818182,115.6863636,15.5602537,80.24947146,167.4291755,101.5798319,27.52941176,109.4117647,15.28522337,111.862543,114.5498282
14.61572052,113.6069869,127.441048,19.88571429,35.2,161.7047619,15.26341463,95.8,179.3170732,84.38181818,27.63636364,135.0545455,19.89285714,163.7321429,89.10714286
