07/26 15:45:58,1,0,0,0
Time,a,b,c,d
07/26 15:45:59,1,0,0,0
Time,a,b,c,d
07/26 15:45:59,1,0,0,0
Time,a,b,c,d
07/26 15:46:02,1,2,0,0
Time,a,b,c,d
07/26 15:46:16,4,3,0,1
Time,a,b,c,d
07/26 15:46:20,0,2,0,1
Time,a,b,c,d
07/26 15:46:41,5,4,0,3
Time,a,b,c,d
07/26 15:46:51,2,2,0,1
Time,a,b,c,d
07/26 15:46:52,0,0,0,1
Time,a,b,c,d
07/26 15:46:53,1,0,0,0
Time,a,b,c,d
07/26 15:47:00,3,2,0,0
Time,a,b,c,d
07/26 15:47:04,1,0,0,3
Time,a,b,c,d
07/26 15:47:05,0,1,0,0
Time,a,b,c,d
07/26 15:47:06,0,0,1,0
Time,a,b,c,d
07/26 15:47:06,0,0,0,1
Time,a,b,c,d
07/26 15:47:11,2,0,0,0
Time,a,b,c,d
07/26 15:47:16,2,0,0,0
Time,a,b,c,d
07/26 15:47:22,3,0,0,0
Time,a,b,c,d
07/26 15:47:27,2,0,0,0
Time,a,b,c,d
07/26 15:47:28,0,1,0,1
Time,a,b,c,d
07/26 15:47:30,3,0,0,0
Time,a,b,c,d
07/26 16:48:48,9,2,0,1
Time,a,b,c,d
07/26 16:49:42,9,2,0,1
Time,a,b,c,d
07/26 16:49:43,1,0,0,0
Time,a,b,c,d
07/26 16:49:43,0,0,1,0
Time,a,b,c,d
07/26 16:49:45,1,0,0,0
Time,a,b,c,d
07/26 16:50:04,8,3,0,0
Time,a,b,c,d
07/26 16:50:05,1,0,0,0
Time,a,b,c,d
07/26 16:50:07,1,0,1,0
Time,a,b,c,d
07/26 16:50:07,0,1,0,0
Time,a,b,c,d
07/26 16:50:09,0,1,0,0
Time,a,b,c,d
07/26 16:50:10,1,0,0,0
Time,a,b,c,d
07/26 16:50:12,0,1,0,0
Time,a,b,c,d
07/26 16:50:13,1,0,0,0
Time,a,b,c,d
07/26 16:50:14,1,0,0,0
Time,a,b,c,d
07/26 16:50:14,1,0,0,0
Time,a,b,c,d
07/26 16:50:19,1,2,0,0
Time,a,b,c,d
07/26 16:50:46,4,3,0,1
Time,a,b,c,d
07/26 16:50:53,0,2,0,1
Time,a,b,c,d
07/26 16:51:29,5,4,0,3
Time,a,b,c,d
07/26 16:51:48,2,2,0,1
Time,a,b,c,d
07/26 16:51:49,0,0,0,1
Time,a,b,c,d
07/26 16:51:50,1,0,0,0
Time,a,b,c,d
07/26 16:52:00,3,2,0,0
Time,a,b,c,d
07/26 16:52:07,1,0,0,3
Time,a,b,c,d
07/26 16:52:08,0,1,0,0
Time,a,b,c,d
07/26 16:52:09,0,0,1,0
Time,a,b,c,d
07/26 16:52:09,0,0,0,1
Time,a,b,c,d
07/26 16:52:19,2,0,0,0
Time,a,b,c,d
07/26 16:52:30,2,0,0,0
Time,a,b,c,d
07/26 16:52:42,3,0,0,0
Time,a,b,c,d
07/26 16:52:51,2,0,0,0
Time,a,b,c,d
07/26 16:52:53,0,1,0,1
Time,a,b,c,d
07/26 16:52:56,3,0,0,0
Time,a,b,c,d
07/26 16:52:58,3,0,0,0
Time,a,b,c,d
07/26 16:52:59,2,0,0,0
Time,a,b,c,d
07/26 16:53:03,0,0,2,2
Time,a,b,c,d
07/26 16:53:07,0,0,2,1
Time,a,b,c,d
07/26 16:53:52,0,0,2,10
Time,a,b,c,d
07/26 16:54:43,0,0,3,9
Time,a,b,c,d
07/26 16:54:45,1,2,0,0
Time,a,b,c,d
07/26 16:54:49,1,1,0,0
Time,a,b,c,d
07/26 16:54:51,1,2,0,0
Time,a,b,c,d
07/26 16:54:55,1,1,0,0
Time,a,b,c,d
07/26 16:54:57,0,1,0,0
Time,a,b,c,d
07/26 16:55:01,0,1,0,0
Time,a,b,c,d
07/26 16:55:06,0,1,0,0
Time,a,b,c,d
07/26 16:55:10,0,1,0,0
Time,a,b,c,d
07/26 16:55:11,0,1,0,0
Time,a,b,c,d
07/26 16:55:13,0,1,0,0
Time,a,b,c,d
07/26 16:55:15,0,1,0,0
Time,a,b,c,d
07/26 16:55:17,0,1,0,0
Time,a,b,c,d
07/26 16:55:20,1,0,0,0
Time,a,b,c,d
07/26 16:55:23,1,0,0,0
Time,a,b,c,d
07/26 16:55:42,0,0,1,2
Time,a,b,c,d
07/26 16:56:03,0,0,1,2
Time,a,b,c,d
07/26 16:56:05,0,0,2,4
Time,a,b,c,d
07/26 16:56:07,0,0,1,4
Time,a,b,c,d
07/26 16:56:25,1,0,5,5
Time,a,b,c,d
07/26 16:56:40,1,0,5,5
Time,a,b,c,d
07/26 16:56:54,0,0,4,3
Time,a,b,c,d
07/26 16:57:07,0,0,4,3
Time,a,b,c,d
07/26 16:57:09,0,0,0,1
Time,a,b,c,d
07/26 16:57:11,0,0,0,1
Time,a,b,c,d
07/26 16:57:43,0,0,4,12
Time,a,b,c,d
07/26 16:58:18,0,0,4,12
Time,a,b,c,d
07/26 16:58:34,0,0,12,2
Time,a,b,c,d
07/26 16:58:51,0,0,13,2
Time,a,b,c,d
07/26 16:58:59,0,0,0,3
Time,a,b,c,d
07/26 16:59:01,0,0,0,2
Time,a,b,c,d
07/26 16:59:09,0,0,0,3
Time,a,b,c,d
07/26 16:59:10,0,0,0,2
Time,a,b,c,d
07/26 16:59:17,0,0,4,3
Time,a,b,c,d
07/26 16:59:18,0,0,1,0
Time,a,b,c,d
07/26 16:59:23,0,0,4,2
Time,a,b,c,d
07/26 16:59:23,0,0,1,0
Time,a,b,c,d
07/26 17:00:01,0,0,22,5
Time,a,b,c,d
07/26 17:00:29,0,0,22,5
Time,a,b,c,d
07/26 17:00:32,0,1,0,3
Time,a,b,c,d
07/26 17:00:36,0,1,0,3
Time,a,b,c,d
07/26 17:00:37,0,0,1,1
Time,a,b,c,d
07/26 17:00:38,0,0,1,1
Time,a,b,c,d
07/26 17:00:47,0,0,0,1
Time,a,b,c,d
07/26 17:00:57,0,0,0,1
Time,a,b,c,d
07/26 17:01:06,2,0,0,0
Time,a,b,c,d
07/26 17:01:16,2,0,0,0
Time,a,b,c,d
07/26 17:01:26,0,0,4,4
Time,a,b,c,d
07/26 17:01:35,0,0,4,4
Time,a,b,c,d
07/26 17:01:47,0,0,0,3
Time,a,b,c,d
07/26 17:01:55,0,0,0,3
Time,a,b,c,d
07/26 17:02:00,2,0,0,0
Time,a,b,c,d
07/26 17:02:03,2,0,0,0
Time,a,b,c,d
07/26 17:02:28,0,0,4,5
Time,a,b,c,d
07/26 17:02:50,0,0,4,5
Time,a,b,c,d
07/26 17:02:52,0,0,1,2
Time,a,b,c,d
07/26 17:02:55,0,0,1,2
Time,a,b,c,d
07/26 17:03:13,0,0,4,7
Time,a,b,c,d
07/26 17:03:29,0,0,4,7
Time,a,b,c,d
07/26 17:03:34,0,1,0,0
Time,a,b,c,d
07/26 17:03:38,0,1,0,0
Time,a,b,c,d
07/26 17:03:53,0,0,0,10
Time,a,b,c,d
07/26 17:04:11,0,0,2,11
Time,a,b,c,d
07/26 17:04:26,0,11,1,2
Time,a,b,c,d
07/26 17:04:41,0,10,1,2
Time,a,b,c,d
07/26 17:05:04,0,11,1,2
Time,a,b,c,d
07/26 17:05:20,0,10,1,2
Time,a,b,c,d
07/26 17:05:23,0,0,4,2
Time,a,b,c,d
07/26 17:05:28,0,0,2,0
Time,a,b,c,d
07/26 17:05:31,0,0,4,2
Time,a,b,c,d
07/26 17:05:37,0,0,2,0
Time,a,b,c,d
07/26 17:05:50,0,0,0,11
Time,a,b,c,d
07/26 17:06:06,0,0,0,10
Time,a,b,c,d
07/26 17:06:10,0,0,5,0
Time,a,b,c,d
07/26 17:06:16,0,0,5,0
Time,a,b,c,d
07/26 17:06:16,0,0,0,2
Time,a,b,c,d
07/26 17:06:17,0,0,0,2
Time,a,b,c,d
07/26 17:06:20,2,0,0,0
Time,a,b,c,d
07/26 17:06:22,2,0,0,0
Time,a,b,c,d
07/26 17:06:32,0,0,0,9
Time,a,b,c,d
07/26 17:06:42,0,0,0,9
Time,a,b,c,d
07/26 17:06:43,0,1,0,0
Time,a,b,c,d
07/26 17:06:44,0,1,0,0
Time,a,b,c,d
07/26 17:06:45,0,0,4,0
Time,a,b,c,d
07/26 17:06:47,0,0,4,0
Time,a,b,c,d
07/26 17:06:54,0,0,1,3
Time,a,b,c,d
07/26 17:50:30,9,2,0,1
Time,a,b,c,d
07/26 17:51:34,9,2,0,1
Time,a,b,c,d
07/26 17:51:34,1,0,0,0
Time,a,b,c,d
07/26 17:51:35,0,0,1,0
Time,a,b,c,d
07/26 17:51:37,1,0,0,0
Time,a,b,c,d
07/26 17:51:58,8,3,0,0
Time,a,b,c,d
07/26 17:51:58,1,0,0,0
Time,a,b,c,d
07/26 17:52:00,1,0,1,0
Time,a,b,c,d
07/26 17:52:01,0,1,0,0
Time,a,b,c,d
07/26 17:52:02,0,1,0,0
Time,a,b,c,d
07/26 17:52:04,1,0,0,0
Time,a,b,c,d
07/26 17:52:06,0,1,0,0
Time,a,b,c,d
07/26 17:52:07,1,0,0,0
Time,a,b,c,d
07/26 17:52:08,1,0,0,0
Time,a,b,c,d
07/26 17:52:09,1,0,0,0
Time,a,b,c,d
07/26 17:52:13,1,2,0,0
Time,a,b,c,d
07/26 17:52:45,4,3,0,1
Time,a,b,c,d
07/26 17:52:53,0,2,0,1
Time,a,b,c,d
07/26 17:53:24,5,4,0,3
Time,a,b,c,d
07/26 17:53:41,2,2,0,1
Time,a,b,c,d
07/26 17:53:42,0,0,0,1
Time,a,b,c,d
07/26 17:53:43,1,0,0,0
Time,a,b,c,d
07/26 17:53:54,3,2,0,0
Time,a,b,c,d
07/26 17:54:01,1,0,0,3
Time,a,b,c,d
07/26 17:54:02,0,1,0,0
Time,a,b,c,d
07/26 17:54:02,0,0,1,0
Time,a,b,c,d
07/26 17:54:03,0,0,0,1
Time,a,b,c,d
07/26 17:54:14,2,0,0,0
Time,a,b,c,d
07/26 17:54:22,2,0,0,0
Time,a,b,c,d
07/26 17:54:31,3,0,0,0
Time,a,b,c,d
07/26 17:54:39,2,0,0,0
Time,a,b,c,d
07/26 17:54:40,0,1,0,1
Time,a,b,c,d
07/26 17:54:43,3,0,0,0
Time,a,b,c,d
07/26 17:54:45,3,0,0,0
Time,a,b,c,d
07/26 17:54:46,2,0,0,0
Time,a,b,c,d
07/26 17:54:49,0,0,2,2
Time,a,b,c,d
07/26 17:54:52,0,0,2,1
Time,a,b,c,d
07/26 17:55:30,0,0,3,9
Time,a,b,c,d
07/26 17:56:08,0,0,3,9
Time,a,b,c,d
07/26 17:56:10,1,2,0,0
Time,a,b,c,d
07/26 17:56:12,1,1,0,0
Time,a,b,c,d
07/26 17:56:15,1,2,0,0
Time,a,b,c,d
07/26 17:56:18,1,1,0,0
Time,a,b,c,d
07/26 17:56:19,0,1,0,0
Time,a,b,c,d
07/26 17:56:22,0,1,0,0
Time,a,b,c,d
07/26 17:56:27,0,1,0,0
Time,a,b,c,d
07/26 17:56:33,0,1,0,0
Time,a,b,c,d
07/26 17:56:36,0,1,0,0
Time,a,b,c,d
07/26 17:56:38,0,1,0,0
Time,a,b,c,d
07/26 17:56:40,0,1,0,0
Time,a,b,c,d
07/26 17:56:41,0,1,0,0
Time,a,b,c,d
07/26 17:56:44,1,0,0,0
Time,a,b,c,d
07/26 17:56:46,1,0,0,0
Time,a,b,c,d
07/26 17:57:06,0,0,1,2
Time,a,b,c,d
07/26 17:57:27,0,0,1,2
Time,a,b,c,d
07/26 17:57:29,0,0,2,4
Time,a,b,c,d
07/26 17:57:32,0,0,1,4
Time,a,b,c,d
07/26 17:57:47,1,0,5,5
Time,a,b,c,d
07/26 17:57:59,1,0,5,5
Time,a,b,c,d
07/26 17:58:11,0,0,4,3
Time,a,b,c,d
07/26 17:58:24,0,0,4,3
Time,a,b,c,d
07/26 17:58:26,0,0,0,1
Time,a,b,c,d
07/26 17:58:28,0,0,0,1
Time,a,b,c,d
07/26 17:59:01,0,0,4,12
Time,a,b,c,d
07/27 07:48:58,0,0,4,12
Time,a,b,c,d
07/27 07:49:22,0,0,12,2
Time,a,b,c,d
07/27 07:49:38,0,0,13,2
Time,a,b,c,d
07/27 07:49:45,0,0,0,3
Time,a,b,c,d
07/27 07:49:46,0,0,0,2
Time,a,b,c,d
07/27 07:49:59,0,0,0,3
Time,a,b,c,d
07/27 07:50:02,0,0,0,2
Time,a,b,c,d
07/27 07:50:10,0,0,4,3
Time,a,b,c,d
07/27 07:50:11,0,0,1,0
Time,a,b,c,d
07/27 07:50:22,0,0,4,2
Time,a,b,c,d
07/27 07:50:23,0,0,1,0
Time,a,b,c,d
07/27 07:50:55,0,0,22,5
Time,a,b,c,d
07/27 07:51:31,0,0,22,5
Time,a,b,c,d
07/27 07:51:35,0,1,0,3
Time,a,b,c,d
07/27 07:51:38,0,1,0,3
Time,a,b,c,d
07/27 07:51:39,0,0,1,1
Time,a,b,c,d
07/27 07:51:40,0,0,1,1
Time,a,b,c,d
07/27 07:51:49,0,0,0,1
Time,a,b,c,d
07/27 07:52:00,0,0,0,1
Time,a,b,c,d
07/27 07:52:10,2,0,0,0
Time,a,b,c,d
07/27 07:52:18,2,0,0,0
Time,a,b,c,d
07/27 07:52:27,0,0,4,4
Time,a,b,c,d
07/27 07:52:36,0,0,4,4
Time,a,b,c,d
07/27 07:52:46,0,0,0,3
Time,a,b,c,d
07/27 07:52:55,0,0,0,3
Time,a,b,c,d
07/27 07:53:01,2,0,0,0
Time,a,b,c,d
07/27 07:53:06,2,0,0,0
Time,a,b,c,d
07/27 07:53:37,0,0,4,5
Time,a,b,c,d
07/27 07:54:09,0,0,4,5
Time,a,b,c,d
07/27 07:54:14,0,0,1,2
Time,a,b,c,d
07/27 07:54:17,0,0,1,2
Time,a,b,c,d
07/27 07:54:38,0,0,4,7
Time,a,b,c,d
07/27 07:54:55,0,0,4,7
Time,a,b,c,d
07/27 07:54:59,0,1,0,0
Time,a,b,c,d
07/27 07:55:03,0,1,0,0
Time,a,b,c,d
07/27 07:55:17,0,0,0,10
Time,a,b,c,d
07/27 07:55:34,0,0,2,11
Time,a,b,c,d
07/27 07:55:48,0,11,1,2
Time,a,b,c,d
07/27 07:56:05,0,10,1,2
Time,a,b,c,d
07/27 07:56:26,0,11,1,2
Time,a,b,c,d
07/27 07:56:42,0,10,1,2
Time,a,b,c,d
07/27 07:56:44,0,0,4,2
Time,a,b,c,d
07/27 07:56:49,0,0,2,0
Time,a,b,c,d
07/27 07:56:51,0,0,4,2
Time,a,b,c,d
07/27 07:56:55,0,0,2,0
Time,a,b,c,d
07/27 07:57:06,0,0,0,11
Time,a,b,c,d
07/27 07:57:19,0,0,0,10
Time,a,b,c,d
07/27 07:57:23,0,0,5,0
Time,a,b,c,d
07/27 07:57:27,0,0,5,0
Time,a,b,c,d
07/27 07:57:27,0,0,0,2
Time,a,b,c,d
07/27 07:57:28,0,0,0,2
Time,a,b,c,d
07/27 07:57:31,2,0,0,0
Time,a,b,c,d
07/27 07:57:33,2,0,0,0
Time,a,b,c,d
07/27 07:57:41,0,0,0,9
Time,a,b,c,d
07/27 07:57:50,0,0,0,9
Time,a,b,c,d
07/27 07:57:50,0,1,0,0
Time,a,b,c,d
07/27 07:57:51,0,1,0,0
Time,a,b,c,d
07/27 07:57:53,0,0,4,0
Time,a,b,c,d
07/27 07:57:54,0,0,4,0
Time,a,b,c,d
07/27 07:58:00,0,0,1,3
Time,a,b,c,d
07/27 07:58:07,0,0,0,5
Time,a,b,c,d
07/27 07:58:08,1,2,0,0
Time,a,b,c,d
07/27 07:58:09,0,3,0,0
Time,a,b,c,d
07/27 07:58:10,0,2,0,1
Time,a,b,c,d
07/27 07:58:11,0,2,0,1
Time,a,b,c,d
07/27 07:58:12,0,0,0,0
Time,a,b,c,d
07/27 07:58:12,0,0,0,0
Time,a,b,c,d
07/27 07:58:13,0,0,0,1
Time,a,b,c,d
07/27 07:58:15,0,0,0,1
Time,a,b,c,d
07/27 07:58:16,0,1,0,2
Time,a,b,c,d
07/27 07:58:18,0,1,1,1
Time,a,b,c,d
07/27 07:58:18,0,0,0,0
Time,a,b,c,d
07/27 07:58:18,0,0,0,0
Time,a,b,c,d
07/27 07:58:18,0,0,0,1
Time,a,b,c,d
07/27 07:58:19,0,0,0,1
Time,a,b,c,d
07/27 07:58:19,0,0,0,1
Time,a,b,c,d
07/27 07:58:20,0,0,0,1
Time,a,b,c,d
07/27 07:58:21,0,0,0,1
Time,a,b,c,d
07/27 07:58:22,0,0,0,1
Time,a,b,c,d
07/29 09:59:26,9,2,0,1
Time,a,b,c,d
07/29 09:59:56,9,2,0,1
Time,a,b,c,d
07/29 09:59:56,1,0,0,0
Time,a,b,c,d
07/29 09:59:57,0,0,1,0
Time,a,b,c,d
07/29 09:59:57,1,0,0,0
Time,a,b,c,d
07/29 10:00:07,8,3,0,0
Time,a,b,c,d
07/29 10:00:07,1,0,0,0
Time,a,b,c,d
07/29 10:00:08,1,0,1,0
Time,a,b,c,d
07/29 10:00:09,0,1,0,0
Time,a,b,c,d
07/29 10:00:09,0,1,0,0
Time,a,b,c,d
07/29 10:00:10,1,0,0,0
Time,a,b,c,d
07/29 10:00:12,0,1,0,0
Time,a,b,c,d
07/29 10:00:12,1,0,0,0
Time,a,b,c,d
07/29 10:00:12,1,0,0,0
Time,a,b,c,d
07/29 10:00:13,1,0,0,0
Time,a,b,c,d
07/29 10:00:16,1,2,0,0
Time,a,b,c,d
07/29 10:00:33,4,3,0,1
Time,a,b,c,d
07/29 10:00:38,0,2,0,1
Time,a,b,c,d
07/29 10:00:56,5,4,0,3
Time,a,b,c,d
07/29 10:01:04,2,2,0,1
Time,a,b,c,d
07/29 10:01:05,0,0,0,1
Time,a,b,c,d
07/29 10:01:05,1,0,0,0
Time,a,b,c,d
07/29 10:01:11,3,2,0,0
Time,a,b,c,d
07/29 10:01:15,1,0,0,3
Time,a,b,c,d
07/29 10:01:16,0,1,0,0
Time,a,b,c,d
07/29 10:01:16,0,0,1,0
Time,a,b,c,d
07/29 10:01:16,0,0,0,1
Time,a,b,c,d
07/29 10:01:22,2,0,0,0
Time,a,b,c,d
07/29 10:01:29,2,0,0,0
Time,a,b,c,d
07/29 10:01:40,3,0,0,0
Time,a,b,c,d
07/29 10:01:45,2,0,0,0
Time,a,b,c,d
07/29 10:01:46,0,1,0,1
Time,a,b,c,d
07/29 10:01:48,3,0,0,0
Time,a,b,c,d
07/29 10:01:49,3,0,0,0
Time,a,b,c,d
07/29 10:01:50,2,0,0,0
Time,a,b,c,d
07/29 10:01:52,0,0,2,2
Time,a,b,c,d
07/29 10:01:54,0,0,2,1
Time,a,b,c,d
07/29 10:02:15,0,0,3,9
Time,a,b,c,d
07/29 10:02:39,0,0,2,10
Time,a,b,c,d
07/29 10:02:41,1,2,0,0
Time,a,b,c,d
07/29 10:02:43,1,1,0,0
Time,a,b,c,d
07/29 10:02:44,1,2,0,0
Time,a,b,c,d
07/29 10:02:48,1,1,0,0
Time,a,b,c,d
07/29 10:02:49,0,1,0,0
Time,a,b,c,d
07/29 10:02:51,0,1,0,0
Time,a,b,c,d
07/29 10:02:53,0,1,0,0
Time,a,b,c,d
07/29 10:02:55,0,1,0,0
Time,a,b,c,d
07/29 10:02:56,0,1,0,0
Time,a,b,c,d
07/29 10:02:57,0,1,0,0
Time,a,b,c,d
07/29 10:02:57,0,1,0,0
Time,a,b,c,d
07/29 10:02:58,0,1,0,0
Time,a,b,c,d
07/29 10:03:01,1,0,0,0
Time,a,b,c,d
07/29 10:03:03,1,0,0,0
Time,a,b,c,d
07/29 10:03:12,0,0,1,2
Time,a,b,c,d
07/29 10:03:25,0,0,1,2
Time,a,b,c,d
07/29 10:03:28,0,0,2,4
Time,a,b,c,d
07/29 10:03:29,0,0,1,4
Time,a,b,c,d
07/29 10:03:38,1,0,5,5
Time,a,b,c,d
07/29 10:03:47,1,0,5,5
Time,a,b,c,d
07/29 10:03:54,0,0,4,3
Time,a,b,c,d
07/29 10:04:04,0,0,4,3
Time,a,b,c,d
07/29 10:04:05,0,0,0,1
Time,a,b,c,d
07/29 10:04:06,0,0,0,1
Time,a,b,c,d
07/29 10:04:25,0,0,4,12
Time,a,b,c,d
07/29 10:04:46,0,0,4,12
Time,a,b,c,d
07/29 10:04:54,0,0,12,2
Time,a,b,c,d
07/29 10:05:03,0,0,13,2
Time,a,b,c,d
07/29 10:05:08,0,0,0,3
Time,a,b,c,d
07/29 10:05:10,0,0,0,2
Time,a,b,c,d
07/29 10:05:14,0,0,0,3
Time,a,b,c,d
07/29 10:05:15,0,0,0,2
Time,a,b,c,d
07/29 10:05:18,0,0,4,3
Time,a,b,c,d
07/29 10:05:18,0,0,1,0
Time,a,b,c,d
07/29 10:05:21,0,0,4,2
Time,a,b,c,d
07/29 10:05:21,0,0,1,0
Time,a,b,c,d
07/29 10:05:38,0,0,22,5
Time,a,b,c,d
07/29 10:05:51,0,0,22,5
Time,a,b,c,d
07/29 10:05:53,0,1,0,3
Time,a,b,c,d
07/29 10:05:54,0,1,0,3
Time,a,b,c,d
07/29 10:05:55,0,0,1,1
Time,a,b,c,d
07/29 10:05:55,0,0,1,1
Time,a,b,c,d
07/29 10:06:00,0,0,0,1
Time,a,b,c,d
07/29 10:06:06,0,0,0,1
Time,a,b,c,d
07/29 10:06:10,2,0,0,0
Time,a,b,c,d
07/29 10:06:14,2,0,0,0
Time,a,b,c,d
07/29 10:06:19,0,0,4,4
Time,a,b,c,d
07/29 10:06:22,0,0,4,4
Time,a,b,c,d
07/29 10:06:27,0,0,0,3
Time,a,b,c,d
07/29 10:06:31,0,0,0,3
Time,a,b,c,d
07/29 10:06:34,2,0,0,0
Time,a,b,c,d
07/29 10:06:36,2,0,0,0
Time,a,b,c,d
07/29 10:06:48,0,0,4,5
Time,a,b,c,d
07/29 10:07:02,0,0,4,5
Time,a,b,c,d
07/29 10:07:03,0,0,1,2
Time,a,b,c,d
07/29 10:07:05,0,0,1,2
Time,a,b,c,d
07/29 10:07:13,0,0,4,7
Time,a,b,c,d
07/29 10:07:23,0,0,3,8
Time,a,b,c,d
07/29 10:07:25,0,1,0,0
Time,a,b,c,d
07/29 10:07:27,0,1,0,0
Time,a,b,c,d
07/29 10:07:35,0,0,0,10
Time,a,b,c,d
07/29 10:07:43,0,0,2,11
Time,a,b,c,d
07/29 10:07:51,0,11,1,2
Time,a,b,c,d
07/29 10:07:59,0,10,1,2
Time,a,b,c,d
07/29 10:08:08,0,11,1,2
Time,a,b,c,d
07/29 10:08:17,0,10,1,2
Time,a,b,c,d
07/29 10:08:18,0,0,4,2
Time,a,b,c,d
07/29 10:08:21,0,0,2,0
Time,a,b,c,d
07/29 10:08:22,0,0,4,2
Time,a,b,c,d
07/29 10:08:25,0,0,2,0
Time,a,b,c,d
07/29 10:08:32,0,0,0,11
Time,a,b,c,d
07/29 10:08:41,0,0,0,10
Time,a,b,c,d
07/29 10:08:44,0,0,5,0
Time,a,b,c,d
07/29 10:08:46,0,0,5,0
Time,a,b,c,d
07/29 10:08:47,0,0,0,2
Time,a,b,c,d
07/29 10:08:47,0,0,0,2
Time,a,b,c,d
07/29 10:08:49,2,0,0,0
Time,a,b,c,d
07/29 10:08:50,2,0,0,0
Time,a,b,c,d
07/29 10:08:56,0,0,0,9
Time,a,b,c,d
07/29 10:09:01,0,0,0,9
Time,a,b,c,d
07/29 10:09:02,0,1,0,0
Time,a,b,c,d
07/29 10:09:03,0,1,0,0
Time,a,b,c,d
07/29 10:09:04,0,0,4,0
Time,a,b,c,d
07/29 10:09:05,0,0,4,0
Time,a,b,c,d
07/29 10:09:10,0,0,1,3
Time,a,b,c,d
07/29 10:09:14,0,0,0,5
Time,a,b,c,d
07/29 10:09:15,1,2,0,0
Time,a,b,c,d
07/29 10:09:16,0,3,0,0
Time,a,b,c,d
07/29 10:09:16,0,2,0,1
Time,a,b,c,d
07/29 10:09:17,0,2,0,1
Time,a,b,c,d
07/29 10:09:17,0,0,0,0
Time,a,b,c,d
07/29 10:09:17,0,0,0,0
Time,a,b,c,d
07/29 10:09:18,0,0,0,1
Time,a,b,c,d
07/29 10:09:19,0,0,0,1
Time,a,b,c,d
07/29 10:09:20,0,1,0,2
Time,a,b,c,d
07/29 10:09:21,0,1,0,2
Time,a,b,c,d
07/29 10:09:21,0,0,0,0
Time,a,b,c,d
07/29 10:09:21,0,0,0,0
Time,a,b,c,d
07/29 10:09:21,0,0,0,1
Time,a,b,c,d
07/29 10:09:21,0,0,0,1
Time,a,b,c,d
07/29 10:09:22,0,0,0,1
Time,a,b,c,d
07/29 10:09:22,0,0,0,1
Time,a,b,c,d
